Año,Semana,Ceco,FHW
2026,14,38975,10.60%
2026,14,43186,23.60%
2026,14,38408,23.50%
2026,14,38525,14.50%
2026,14,38738,10.30%
2026,14,38781,7.00%
2026,14,38839,11.80%
2026,14,38946,6.80%
2026,14,38966,14.40%
2026,14,38967,19.40%
2026,14,38267,14.20%
2026,14,38503,11.80%
2026,14,38760,20.40%
2026,14,38825,15.60%
2026,14,38842,17.70%
2026,14,38923,30.90%
2026,14,38979,14.30%
2026,14,38991,16.60%
2026,14,43190,25.50%
2026,14,38273,0.20%
2026,14,38275,0.50%
2026,14,38335,0.20%
2026,14,38454,0.50%
2026,14,38593,1.30%
2026,14,38887,0.20%
2026,14,38921,0.10%
2026,14,38956,2.70%
2026,14,38983,4.10%
2026,14,43114,0.90%
2026,14,43115,9.00%
2026,14,43138,1.40%
2026,14,38436,2.50%
2026,14,38491,0.70%
2026,14,38782,6.60%
2026,14,38890,0.90%
2026,14,43010,3.20%
2026,14,43113,9.30%
2026,14,38236,6.30%
2026,14,38309,5.90%
2026,14,38397,5.50%
2026,14,38413,1.60%
2026,14,38566,4.60%
2026,14,38614,1.60%
2026,14,38636,2.10%
2026,14,38648,5.40%
2026,14,38696,0.30%
2026,14,38838,4.20%
2026,14,43118,2.80%
2026,14,43137,3.20%
2026,14,38159,2.00%
2026,14,38338,8.40%
2026,14,38345,3.40%
2026,14,38479,10.20%
2026,14,38647,9.30%
2026,14,38868,0.80%
2026,14,38881,2.70%
2026,14,38931,2.10%
2026,14,38938,12.10%
2026,14,38969,0.50%
2026,14,38137,2.50%
2026,14,38143,7.50%
2026,14,38144,16.60%
2026,14,38153,5.40%
2026,14,38195,2.20%
2026,14,38229,9.80%
2026,14,38624,3.40%
2026,14,38640,5.20%
2026,14,38660,8.00%
2026,14,38994,8.00%
2026,14,43172,5.10%
2026,14,38210,1.20%
2026,14,38242,1.40%
2026,14,38288,3.10%
2026,14,38346,1.50%
2026,14,38381,0.80%
2026,14,38517,1.60%
2026,14,38523,1.60%
2026,14,38713,2.90%
2026,14,38863,0.80%
2026,14,38879,1.70%
2026,14,38162,14.50%
2026,14,38177,8.90%
2026,14,38213,4.40%
2026,14,38352,2.40%
2026,14,38356,3.60%
2026,14,38449,3.70%
2026,14,38542,4.30%
2026,14,38575,7.10%
2026,14,38588,4.00%
2026,14,38861,1.70%
2026,14,43046,3.50%
2026,14,43051,6.70%
2026,14,38409,10.30%
2026,14,38448,9.60%
2026,14,38486,11.40%
2026,14,38551,7.00%
2026,14,38583,9.60%
2026,14,38675,4.80%
2026,14,38702,33.10%
2026,14,38703,12.20%
2026,14,43057,23.40%
2026,14,43084,21.40%
2026,14,43148,15.40%
2026,14,38147,16.80%
2026,14,38163,16.10%
2026,14,38174,10.40%
2026,14,38407,8.30%
2026,14,38672,5.90%
2026,14,38699,4.30%
2026,14,38700,2.70%
2026,14,38733,5.50%
2026,14,38753,10.60%
2026,14,38754,1.20%
2026,14,43047,10.20%
2026,14,43129,2.60%
2026,14,38121,9.70%
2026,14,38366,2.00%
2026,14,38386,7.80%
2026,14,38461,8.30%
2026,14,38538,7.50%
2026,14,38644,0.90%
2026,14,38709,16.70%
2026,14,38722,9.00%
2026,14,38727,6.00%
2026,14,43041,4.60%
2026,14,38103,10.70%
2026,14,38104,7.80%
2026,14,38106,6.00%
2026,14,38112,5.50%
2026,14,38188,18.70%
2026,14,38227,2.90%
2026,14,38617,12.80%
2026,14,38646,9.30%
2026,14,38692,11.10%
2026,14,38730,6.30%
2026,14,38746,0.40%
2026,14,43142,7.90%
2026,14,38115,11.20%
2026,14,38119,17.10%
2026,14,38142,14.80%
2026,14,38149,12.30%
2026,14,38266,19.00%
2026,14,38270,14.90%
2026,14,38363,9.90%
2026,14,38394,10.20%
2026,14,38507,17.00%
2026,14,38535,16.90%
2026,14,38925,12.60%
2026,14,43043,9.80%
2026,14,43130,13.50%
2026,14,38108,8.00%
2026,14,38110,0.60%
2026,14,38187,1.40%
2026,14,38191,2.30%
2026,14,38220,5.10%
2026,14,38382,0.10%
2026,14,38415,0.50%
2026,14,38481,2.50%
2026,14,38522,8.00%
2026,14,38541,5.10%
2026,14,38597,9.50%
2026,14,38627,1.10%
2026,14,38136,8.40%
2026,14,38186,9.20%
2026,14,38374,8.00%
2026,14,38442,7.90%
2026,14,38460,9.30%
2026,14,38606,4.80%
2026,14,38661,15.30%
2026,14,38674,11.70%
2026,14,38694,3.90%
2026,14,38792,6.80%
2026,14,38845,5.30%
2026,14,38138,2.50%
2026,14,38141,3.50%
2026,14,38319,5.70%
2026,14,38441,5.10%
2026,14,38547,8.00%
2026,14,38668,3.50%
2026,14,38841,5.30%
2026,14,38896,23.90%
2026,14,38987,5.90%
2026,14,43059,1.60%
2026,14,43068,0.90%
2026,14,38158,5.20%
2026,14,38166,2.20%
2026,14,38390,1.20%
2026,14,38400,0.40%
2026,14,38445,3.40%
2026,14,38512,13.10%
2026,14,38532,10.20%
2026,14,38751,7.10%
2026,14,38755,0.10%
2026,14,38777,1.40%
2026,14,38798,3.20%
2026,14,38810,1.20%
2026,14,38180,8.60%
2026,14,38184,3.50%
2026,14,38533,20.00%
2026,14,38540,18.50%
2026,14,38564,10.20%
2026,14,38765,25.80%
2026,14,38788,10.80%
2026,14,38865,10.50%
2026,14,38968,20.20%
2026,14,38196,4.30%
2026,14,38246,17.80%
2026,14,38254,27.30%
2026,14,38263,22.50%
2026,14,38336,19.20%
2026,14,38596,13.30%
2026,14,38830,6.00%
2026,14,38883,4.00%
2026,14,38898,5.60%
2026,14,38935,15.00%
2026,14,38958,9.00%
2026,14,38963,13.30%
2026,14,38981,0.00%
2026,14,43005,9.10%
2026,14,38205,7.40%
2026,14,38207,2.60%
2026,14,38371,16.10%
2026,14,38411,20.80%
2026,14,38527,6.20%
2026,14,38546,12.00%
2026,14,38651,7.00%
2026,14,38677,21.00%
2026,14,38719,15.00%
2026,14,38837,13.20%
2026,14,43111,34.90%
2026,14,43132,12.30%
2026,14,43194,7.40%
2026,14,43195,3.40%
2026,14,38248,4.60%
2026,14,38671,3.80%
2026,14,38680,1.20%
2026,14,38808,1.60%
2026,14,38816,0.50%
2026,14,38875,6.90%
2026,14,38984,4.10%
2026,14,43007,0.90%
2026,14,43019,3.30%
2026,14,43154,3.20%
2026,14,38258,10.10%
2026,14,38313,6.00%
2026,14,38322,1.50%
2026,14,38380,1.30%
2026,14,38545,1.40%
2026,14,38582,5.90%
2026,14,38670,2.30%
2026,14,38836,3.60%
2026,14,38869,5.20%
2026,14,38874,10.10%
2026,14,38977,2.40%
2026,14,43143,1.50%
2026,14,38122,4.20%
2026,14,38148,5.80%
2026,14,38150,6.20%
2026,14,38189,3.80%
2026,14,38225,4.80%
2026,14,38233,36.10%
2026,14,38361,6.30%
2026,14,38414,0.50%
2026,14,38438,5.10%
2026,14,38485,5.50%
2026,14,38508,3.40%
2026,14,38534,2.50%
2026,14,38578,4.30%
2026,14,38607,6.50%
2026,14,38633,2.60%
2026,14,38704,0.60%
2026,14,38747,0.70%
2026,14,38749,1.20%
2026,14,38769,4.20%
2026,14,38829,1.80%
2026,14,38847,11.30%
2026,14,38957,3.50%
2026,14,43011,2.10%
2026,14,43058,2.90%
2026,14,43147,7.70%
2026,14,38243,12.10%
2026,14,38252,5.60%
2026,14,38271,4.90%
2026,14,38274,6.00%
2026,14,38277,11.90%
2026,14,38307,3.50%
2026,14,38326,11.00%
2026,14,38383,11.10%
2026,14,38446,2.80%
2026,14,38509,9.00%
2026,14,38539,1.70%
2026,14,38664,4.80%
2026,14,38667,0.20%
2026,14,38740,6.80%
2026,14,38763,4.60%
2026,14,38778,2.00%
2026,14,38779,11.60%
2026,14,38922,5.70%
2026,14,38933,3.80%
2026,14,38948,0.30%
2026,14,38952,19.40%
2026,14,43016,6.10%
2026,14,43060,5.50%
2026,14,43106,16.10%
2026,14,43156,7.50%
2026,14,38245,1.80%
2026,14,38247,6.90%
2026,14,38251,13.00%
2026,14,38453,2.30%
2026,14,38552,2.60%
2026,14,38673,7.80%
2026,14,38884,12.60%
2026,14,38904,7.90%
2026,14,43027,10.00%
2026,14,43032,17.10%
2026,14,43089,10.40%
2026,14,38268,11.60%
2026,14,38286,14.00%
2026,14,38601,7.40%
2026,14,38642,2.50%
2026,14,38729,8.30%
2026,14,38809,0.90%
2026,14,38812,2.60%
2026,14,38899,1.30%
2026,14,38997,10.10%
2026,14,38262,11.80%
2026,14,38355,3.30%
2026,14,38392,11.70%
2026,14,38473,6.80%
2026,14,38506,6.10%
2026,14,38563,14.30%
2026,14,38630,10.40%
2026,14,38734,15.10%
2026,14,38891,15.60%
2026,14,38912,24.20%
2026,14,38974,7.20%
2026,14,43063,8.50%
2026,14,43185,18.80%
2026,14,38265,29.80%
2026,14,38412,0.20%
2026,14,38450,0.40%
2026,14,38737,2.50%
2026,14,38848,4.30%
2026,14,38934,4.70%
2026,14,38999,2.40%
2026,14,43076,2.40%
2026,14,38683,9.70%
2026,14,38726,12.10%
2026,14,38743,10.60%
2026,14,38873,6.40%
2026,14,43003,10.20%
2026,14,43042,11.20%
2026,14,43096,15.90%
2026,14,38283,4.90%
2026,14,38342,23.20%
2026,14,38353,7.30%
2026,14,38524,20.20%
2026,14,38591,6.00%
2026,14,38666,4.20%
2026,14,38685,17.00%
2026,14,38693,10.10%
2026,14,38797,16.40%
2026,14,38985,10.50%
2026,14,38998,0.60%
2026,14,43110,8.70%
2026,14,43168,5.20%
2026,14,38305,0.60%
2026,14,38860,3.00%
2026,14,38895,6.40%
2026,14,43036,4.20%
2026,14,43040,11.60%
2026,14,43125,4.60%
2026,14,43149,3.90%
2026,14,43155,6.10%
2026,14,38306,1.60%
2026,14,38315,6.00%
2026,14,38520,8.10%
2026,14,38631,6.40%
2026,14,38665,0.20%
2026,14,38669,4.10%
2026,14,38735,8.50%
2026,14,38818,8.10%
2026,14,38953,1.80%
2026,14,43050,4.60%
2026,14,43071,4.00%
2026,14,38331,2.00%
2026,14,38459,5.50%
2026,14,38565,5.30%
2026,14,38650,6.30%
2026,14,38820,1.30%
2026,14,38947,3.10%
2026,14,38959,0.40%
2026,14,43031,5.90%
2026,14,43056,6.90%
2026,14,38457,6.40%
2026,14,38492,2.80%
2026,14,38618,1.40%
2026,14,38776,8.50%
2026,14,38986,13.80%
2026,14,38320,19.30%
2026,14,38323,3.10%
2026,14,38334,3.40%
2026,14,38350,2.30%
2026,14,38362,0.30%
2026,14,38373,4.50%
2026,14,38388,5.70%
2026,14,38518,2.30%
2026,14,38573,21.90%
2026,14,38574,11.20%
2026,14,38598,1.10%
2026,14,38609,1.20%
2026,14,38705,5.50%
2026,14,38759,8.40%
2026,14,38786,3.20%
2026,14,38826,5.50%
2026,14,38955,1.70%
2026,14,38988,7.10%
2026,14,43054,0.20%
2026,14,43088,11.50%
2026,14,43098,3.50%
2026,14,43133,4.60%
2026,14,43134,1.80%
2026,14,38250,0.60%
2026,14,38295,3.30%
2026,14,38467,2.00%
2026,14,38728,4.70%
2026,14,38757,5.40%
2026,14,38864,1.70%
2026,14,38871,1.00%
2026,14,38886,2.20%
2026,14,38916,1.20%
2026,14,38944,3.40%
2026,14,38976,1.50%
2026,14,43033,2.10%
2026,14,43180,7.20%
2026,14,38351,3.50%
2026,14,38375,4.10%
2026,14,38429,1.60%
2026,14,38511,1.20%
2026,14,38567,4.80%
2026,14,38678,5.40%
2026,14,38684,5.40%
2026,14,38716,3.50%
2026,14,38718,6.60%
2026,14,38996,3.50%
2026,14,43034,5.80%
2026,14,43164,4.60%
2026,14,43183,0.80%
2026,14,38357,1.50%
2026,14,38358,6.60%
2026,14,38790,2.20%
2026,14,38793,5.90%
2026,14,38893,9.00%
2026,14,38908,3.20%
2026,14,38939,3.80%
2026,14,43064,8.80%
2026,14,43170,4.40%
2026,14,38502,2.70%
2026,14,38594,1.50%
2026,14,38657,10.10%
2026,14,38659,2.00%
2026,14,38800,2.80%
2026,14,38801,5.00%
2026,14,38855,11.40%
2026,14,43026,3.80%
2026,14,43163,7.40%
2026,14,43169,3.50%
2026,14,38193,0.30%
2026,14,38372,3.00%
2026,14,38416,4.40%
2026,14,38499,2.00%
2026,14,38530,1.90%
2026,14,38549,3.20%
2026,14,38715,4.30%
2026,14,38764,0.10%
2026,14,43105,6.70%
2026,14,38117,11.10%
2026,14,38176,20.40%
2026,14,38197,11.30%
2026,14,38427,3.60%
2026,14,38458,4.50%
2026,14,38475,11.70%
2026,14,38561,5.20%
2026,14,38590,8.10%
2026,14,38656,14.30%
2026,14,38695,7.00%
2026,14,38770,4.50%
2026,14,38859,5.00%
2026,14,43152,9.00%
2026,14,38126,4.00%
2026,14,38185,6.00%
2026,14,38292,12.60%
2026,14,38439,2.50%
2026,14,38452,8.40%
2026,14,38466,2.40%
2026,14,38568,3.00%
2026,14,38799,3.10%
2026,14,38815,6.00%
2026,14,38918,6.00%
2026,14,43107,5.90%
2026,14,38178,28.80%
2026,14,38199,8.40%
2026,14,38238,2.70%
2026,14,38244,4.40%
2026,14,38276,8.60%
2026,14,38303,1.30%
2026,14,38510,10.90%
2026,14,38603,4.50%
2026,14,38739,5.80%
2026,14,38844,7.80%
2026,14,38849,3.00%
2026,14,38970,6.50%
2026,14,38333,13.50%
2026,14,38339,14.00%
2026,14,38368,12.90%
2026,14,38401,23.00%
2026,14,38456,26.60%
2026,14,38515,15.00%
2026,14,38604,10.90%
2026,14,38862,19.30%
2026,14,38894,7.00%
2026,14,43193,7.80%
2026,14,38377,8.60%
2026,14,38480,5.90%
2026,14,38559,5.20%
2026,14,38629,12.20%
2026,14,38846,8.50%
2026,14,38882,13.60%
2026,14,43055,9.80%
2026,14,43135,11.30%
2026,14,38154,1.60%
2026,14,38221,9.30%
2026,14,38228,8.80%
2026,14,38241,4.40%
2026,14,38314,2.70%
2026,14,38324,0.50%
2026,14,38384,1.90%
2026,14,38592,7.70%
2026,14,38679,2.80%
2026,14,43151,10.30%
2026,14,38348,9.60%
2026,14,38396,3.80%
2026,14,38410,9.80%
2026,14,38451,10.50%
2026,14,38536,9.60%
2026,14,38550,7.20%
2026,14,38649,8.80%
2026,14,38682,19.00%
2026,14,43044,29.80%
2026,14,43157,17.50%
2026,14,38255,14.40%
2026,14,38302,5.00%
2026,14,38311,16.80%
2026,14,38434,9.40%
2026,14,38714,3.10%
2026,14,38745,18.60%
2026,14,38814,11.20%
2026,14,38980,5.00%
2026,14,43092,13.80%
2026,14,43145,30.20%
2026,14,43171,25.30%
2026,14,43174,17.80%
2026,14,38300,2.70%
2026,14,38316,0.20%
2026,14,38329,5.30%
2026,14,38655,1.90%
2026,14,38758,0.10%
2026,14,38926,0.10%
2026,14,43000,3.70%
2026,14,38318,3.80%
2026,14,38337,0.10%
2026,14,38476,0.20%
2026,14,38621,0.10%
2026,14,38707,2.10%
2026,14,38892,0.30%
2026,14,38971,3.40%
2026,14,38973,12.10%
2026,14,38321,5.10%
2026,14,38325,7.00%
2026,14,38341,15.60%
2026,14,38490,4.50%
2026,14,38708,8.40%
2026,14,38909,0.50%
2026,14,38927,0.80%
2026,14,38932,6.40%
2026,14,38960,4.50%
2026,14,38170,4.70%
2026,14,38218,1.60%
2026,14,38237,3.20%
2026,14,38249,14.70%
2026,14,38287,1.40%
2026,14,38290,7.60%
2026,14,38304,5.60%
2026,14,38330,16.00%
2026,14,38905,6.50%
2026,14,38978,7.90%
2026,14,38431,10.20%
2026,14,38529,7.20%
2026,14,38811,12.30%
2026,14,38903,6.00%
2026,14,38924,13.70%
2026,14,38930,5.00%
2026,14,38937,9.60%
2026,14,38965,3.20%
2026,14,38992,6.60%
2026,14,38995,8.50%
2026,14,38123,8.60%
2026,14,38155,7.60%
2026,14,38203,4.70%
2026,14,38234,5.20%
2026,14,38376,5.60%
2026,14,38463,8.30%
2026,14,38465,3.10%
2026,14,38487,0.70%
2026,14,38497,6.60%
2026,14,38762,3.30%
2026,14,38785,2.90%
2026,14,43123,14.40%
2026,14,38201,13.00%
2026,14,38223,0.70%
2026,14,38224,3.80%
2026,14,38584,6.90%
2026,14,38742,2.30%
2026,14,38907,10.00%
2026,14,38278,5.90%
2026,14,38282,6.30%
2026,14,38310,23.20%
2026,14,38443,1.90%
2026,14,38531,9.80%
2026,14,38537,7.10%
2026,14,38643,5.30%
2026,14,38870,12.50%
2026,14,38920,11.70%
2026,14,43018,6.00%
2026,14,38151,
2026,14,38171,
2026,14,38206,
2026,14,38297,
2026,14,38299,
2026,14,38385,
2026,14,38395,
2026,14,38420,
2026,14,38425,
2026,14,38478,
2026,14,38521,
2026,14,38576,
2026,14,38775,
2026,14,38795,
2026,14,38796,
2026,14,38803,
2026,14,38827,
2026,14,38877,
2026,14,38901,
2026,14,38906,
2026,14,38910,
2026,14,38911,
2026,14,38929,
2026,14,38943,
2026,14,43082,
2026,14,43083,
2026,14,43162,
2026,15,38209,5.80%
2026,15,38317,5.70%
2026,15,38489,4.20%
2026,15,38589,7.80%
2026,15,38843,7.40%
2026,15,38872,25.20%
2026,15,38950,15.60%
2026,15,38989,15.40%
2026,15,43029,12.40%
2026,15,38101,1.30%
2026,15,38240,2.70%
2026,15,38285,0.90%
2026,15,38291,2.20%
2026,15,38389,3.60%
2026,15,38404,2.40%
2026,15,38422,3.50%
2026,15,38433,4.20%
2026,15,38555,3.00%
2026,15,38613,18.90%
2026,15,38654,4.10%
2026,15,38681,4.60%
2026,15,43188,13.30%
2026,15,38183,2.60%
2026,15,38387,10.30%
2026,15,38577,2.40%
2026,15,38721,7.00%
2026,15,38732,9.90%
2026,15,38736,2.80%
2026,15,38813,0.80%
2026,15,38821,1.40%
2026,15,38857,23.80%
2026,15,43008,10.20%
2026,15,43124,9.30%
2026,15,38344,8.60%
2026,15,38635,7.40%
2026,15,38858,0.20%
2026,15,38109,10.30%
2026,15,38173,3.30%
2026,15,38378,7.00%
2026,15,38423,3.80%
2026,15,38432,5.10%
2026,15,38440,3.30%
2026,15,38483,9.30%
2026,15,38498,3.00%
2026,15,38504,7.40%
2026,15,38554,0.50%
2026,15,38556,3.20%
2026,15,38558,5.50%
2026,15,38602,7.60%
2026,15,38658,4.10%
2026,15,38752,7.80%
2026,15,38850,4.00%
2026,15,38113,8.50%
2026,15,38139,8.50%
2026,15,38152,11.00%
2026,15,38208,17.20%
2026,15,38239,8.90%
2026,15,38365,5.40%
2026,15,38417,13.10%
2026,15,38430,2.70%
2026,15,38484,12.90%
2026,15,38585,7.40%
2026,15,38620,6.50%
2026,15,38663,15.20%
2026,15,43025,6.00%
2026,15,38111,6.70%
2026,15,38118,5.40%
2026,15,38194,5.80%
2026,15,38219,6.60%
2026,15,38349,7.40%
2026,15,38399,3.90%
2026,15,38405,4.00%
2026,15,38470,4.50%
2026,15,38557,3.50%
2026,15,38581,3.90%
2026,15,38600,0.20%
2026,15,38612,5.10%
2026,15,38676,1.50%
2026,15,38982,11.80%
2026,15,43045,19.50%
2026,15,38107,9.60%
2026,15,38116,6.20%
2026,15,38124,2.80%
2026,15,38129,6.30%
2026,15,38169,7.10%
2026,15,38398,8.40%
2026,15,38428,7.80%
2026,15,38447,1.90%
2026,15,38544,4.10%
2026,15,38571,3.40%
2026,15,38580,7.60%
2026,15,38615,4.60%
2026,15,38691,10.60%
2026,15,43159,2.90%
2026,15,38226,7.40%
2026,15,38279,0.90%
2026,15,38289,7.40%
2026,15,38418,2.10%
2026,15,38419,0.80%
2026,15,38468,5.20%
2026,15,38477,3.60%
2026,15,38496,6.80%
2026,15,38611,9.60%
2026,15,38645,1.30%
2026,15,38725,8.60%
2026,15,43070,5.90%
2026,15,38131,7.40%
2026,15,38172,3.00%
2026,15,38402,4.20%
2026,15,38406,2.90%
2026,15,38543,4.50%
2026,15,38560,3.00%
2026,15,38605,5.80%
2026,15,38625,2.50%
2026,15,38771,1.10%
2026,15,38784,3.50%
2026,15,38791,0.10%
2026,15,38806,6.80%
2026,15,38866,2.00%
2026,15,38133,13.00%
2026,15,38190,7.00%
2026,15,38192,4.10%
2026,15,38280,11.00%
2026,15,38634,9.30%
2026,15,38638,3.90%
2026,15,38804,4.50%
2026,15,38949,7.90%
2026,15,43069,16.80%
2026,15,43074,13.30%
2026,15,43166,8.20%
2026,15,38146,10.40%
2026,15,38157,9.40%
2026,15,38519,4.60%
2026,15,38698,6.30%
2026,15,38761,4.00%
2026,15,38768,5.80%
2026,15,38819,8.10%
2026,15,38831,12.40%
2026,15,38840,9.10%
2026,15,38897,11.30%
2026,15,43009,7.80%
2026,15,38114,6.40%
2026,15,38360,13.10%
2026,15,38379,0.60%
2026,15,38393,11.10%
2026,15,38469,9.40%
2026,15,38471,6.20%
2026,15,38472,4.00%
2026,15,38494,7.90%
2026,15,38637,2.80%
2026,15,38817,5.00%
2026,15,38964,4.10%
2026,15,38164,13.30%
2026,15,38222,16.70%
2026,15,38264,7.50%
2026,15,38599,17.90%
2026,15,38690,12.50%
2026,15,38731,11.70%
2026,15,38756,4.70%
2026,15,38787,13.90%
2026,15,38942,11.10%
2026,15,43100,26.90%
2026,15,38204,1.40%
2026,15,38359,8.30%
2026,15,38876,12.50%
2026,15,38917,7.70%
2026,15,43021,18.30%
2026,15,38217,1.70%
2026,15,38257,8.40%
2026,15,38259,9.40%
2026,15,38516,3.90%
2026,15,38586,1.30%
2026,15,38610,0.80%
2026,15,38993,20.90%
2026,15,43086,27.90%
2026,15,43146,4.50%
2026,15,38211,17.40%
2026,15,38212,2.40%
2026,15,38214,12.80%
2026,15,38354,22.90%
2026,15,38370,8.00%
2026,15,38639,18.50%
2026,15,38711,36.30%
2026,15,38723,9.80%
2026,15,38889,3.60%
2026,15,38972,33.60%
2026,15,38990,26.60%
2026,15,43001,18.40%
2026,15,38134,3.10%
2026,15,38260,1.90%
2026,15,38340,7.40%
2026,15,38464,8.50%
2026,15,38482,7.90%
2026,15,38501,5.00%
2026,15,38513,3.00%
2026,15,38526,5.30%
2026,15,38569,7.30%
2026,15,38570,8.40%
2026,15,38579,4.30%
2026,15,38619,5.90%
2026,15,38888,2.60%
2026,15,38941,1.20%
2026,15,38296,7.60%
2026,15,38328,17.00%
2026,15,38435,13.30%
2026,15,38488,15.40%
2026,15,38712,15.40%
2026,15,38744,22.00%
2026,15,38805,8.40%
2026,15,38828,29.10%
2026,15,38928,12.20%
2026,15,38975,15.20%
2026,15,43186,22.20%
2026,15,38408,21.50%
2026,15,38525,14.80%
2026,15,38738,10.30%
2026,15,38781,4.40%
2026,15,38839,12.30%
2026,15,38946,12.20%
2026,15,38966,17.30%
2026,15,38967,19.20%
2026,15,38267,8.30%
2026,15,38503,17.00%
2026,15,38760,19.20%
2026,15,38825,15.40%
2026,15,38842,18.50%
2026,15,38923,31.70%
2026,15,38979,23.10%
2026,15,38991,16.00%
2026,15,43190,24.90%
2026,15,38273,0.30%
2026,15,38275,0.50%
2026,15,38335,0.20%
2026,15,38454,0.80%
2026,15,38593,0.80%
2026,15,38887,1.10%
2026,15,38956,2.30%
2026,15,38983,4.70%
2026,15,43114,0.50%
2026,15,43115,7.40%
2026,15,43138,2.90%
2026,15,38436,2.30%
2026,15,38491,1.00%
2026,15,38782,5.90%
2026,15,38890,1.20%
2026,15,43010,4.00%
2026,15,43113,8.60%
2026,15,43150,9.50%
2026,15,38236,5.70%
2026,15,38309,5.60%
2026,15,38397,4.30%
2026,15,38413,1.30%
2026,15,38566,4.90%
2026,15,38614,7.90%
2026,15,38636,3.60%
2026,15,38648,4.90%
2026,15,38696,0.10%
2026,15,38838,6.30%
2026,15,43118,8.30%
2026,15,43137,3.00%
2026,15,38159,2.00%
2026,15,38338,7.80%
2026,15,38345,5.00%
2026,15,38479,8.70%
2026,15,38647,7.90%
2026,15,38868,0.50%
2026,15,38881,2.70%
2026,15,38931,1.70%
2026,15,38938,9.70%
2026,15,38969,1.50%
2026,15,38137,7.20%
2026,15,38143,10.80%
2026,15,38144,6.60%
2026,15,38153,5.20%
2026,15,38195,2.70%
2026,15,38229,8.40%
2026,15,38624,3.80%
2026,15,38640,4.10%
2026,15,38660,8.90%
2026,15,38994,2.80%
2026,15,43172,11.40%
2026,15,38210,2.00%
2026,15,38242,1.60%
2026,15,38288,3.30%
2026,15,38346,2.50%
2026,15,38381,1.00%
2026,15,38517,1.10%
2026,15,38523,2.70%
2026,15,38713,3.90%
2026,15,38863,0.80%
2026,15,38879,1.50%
2026,15,38162,11.00%
2026,15,38177,8.60%
2026,15,38213,4.20%
2026,15,38332,1.30%
2026,15,38352,2.70%
2026,15,38356,3.20%
2026,15,38449,5.30%
2026,15,38542,8.80%
2026,15,38575,12.80%
2026,15,38588,7.30%
2026,15,38861,2.20%
2026,15,43046,3.40%
2026,15,43051,17.40%
2026,15,38409,9.80%
2026,15,38448,15.80%
2026,15,38486,13.50%
2026,15,38551,6.60%
2026,15,38583,10.70%
2026,15,38675,6.30%
2026,15,38702,16.50%
2026,15,38703,12.70%
2026,15,43057,23.20%
2026,15,43084,16.20%
2026,15,43148,15.50%
2026,15,38147,18.20%
2026,15,38163,10.40%
2026,15,38174,10.40%
2026,15,38407,8.90%
2026,15,38672,6.60%
2026,15,38699,4.20%
2026,15,38700,4.00%
2026,15,38733,7.60%
2026,15,38753,8.30%
2026,15,38754,1.60%
2026,15,43047,12.90%
2026,15,43129,5.20%
2026,15,38121,10.10%
2026,15,38366,6.00%
2026,15,38386,7.30%
2026,15,38461,8.90%
2026,15,38538,8.30%
2026,15,38644,3.40%
2026,15,38709,13.40%
2026,15,38722,6.30%
2026,15,38727,7.20%
2026,15,38773,4.60%
2026,15,43041,10.50%
2026,15,38103,10.10%
2026,15,38104,11.50%
2026,15,38106,5.30%
2026,15,38112,5.80%
2026,15,38188,9.60%
2026,15,38227,3.50%
2026,15,38617,15.30%
2026,15,38646,11.00%
2026,15,38692,14.30%
2026,15,38730,4.50%
2026,15,38746,0.30%
2026,15,38954,3.60%
2026,15,43142,8.00%
2026,15,38115,11.30%
2026,15,38119,18.20%
2026,15,38142,13.70%
2026,15,38149,11.30%
2026,15,38266,22.50%
2026,15,38270,18.30%
2026,15,38363,10.90%
2026,15,38394,10.10%
2026,15,38507,15.90%
2026,15,38535,14.90%
2026,15,38925,12.50%
2026,15,43043,17.10%
2026,15,43130,14.20%
2026,15,38108,6.30%
2026,15,38110,0.40%
2026,15,38187,2.50%
2026,15,38191,2.60%
2026,15,38220,9.40%
2026,15,38382,0.70%
2026,15,38415,0.30%
2026,15,38481,2.30%
2026,15,38522,6.80%
2026,15,38541,6.30%
2026,15,38597,9.40%
2026,15,38627,1.20%
2026,15,38136,15.50%
2026,15,38186,10.90%
2026,15,38230,7.40%
2026,15,38374,13.30%
2026,15,38442,8.50%
2026,15,38460,9.80%
2026,15,38606,4.80%
2026,15,38661,16.20%
2026,15,38674,18.30%
2026,15,38694,4.00%
2026,15,38792,10.00%
2026,15,38845,12.20%
2026,15,38138,2.00%
2026,15,38141,5.70%
2026,15,38319,8.10%
2026,15,38441,6.60%
2026,15,38547,9.90%
2026,15,38668,3.30%
2026,15,38841,4.10%
2026,15,38896,16.40%
2026,15,38987,7.40%
2026,15,43059,2.90%
2026,15,43068,0.80%
2026,15,38158,5.20%
2026,15,38166,3.40%
2026,15,38390,1.80%
2026,15,38400,0.30%
2026,15,38445,4.70%
2026,15,38512,17.50%
2026,15,38532,7.80%
2026,15,38751,6.90%
2026,15,38755,0.10%
2026,15,38777,2.00%
2026,15,38780,4.20%
2026,15,38798,3.60%
2026,15,38810,1.00%
2026,15,38180,9.70%
2026,15,38184,5.50%
2026,15,38198,19.00%
2026,15,38533,16.70%
2026,15,38540,13.30%
2026,15,38564,3.00%
2026,15,38741,6.00%
2026,15,38765,22.20%
2026,15,38788,13.30%
2026,15,38865,9.00%
2026,15,38968,11.80%
