Año,Semana,Ceco,FHW
2026,2,38159,0.80%
2026,2,38338,0.80%
2026,2,38345,1.20%
2026,2,38479,8.00%
2026,2,38647,5.10%
2026,2,38868,0.50%
2026,2,38881,0.40%
2026,2,38931,1.70%
2026,2,38938,2.30%
2026,2,38969,0.70%
2026,2,38137,4.00%
2026,2,38143,4.40%
2026,2,38144,0.60%
2026,2,38153,4.60%
2026,2,38195,1.90%
2026,2,38229,9.50%
2026,2,38624,5.40%
2026,2,38640,4.80%
2026,2,38660,5.40%
2026,2,38994,8.20%
2026,2,43172,19.30%
2026,2,38210,1.30%
2026,2,38242,0.60%
2026,2,38288,2.60%
2026,2,38346,1.10%
2026,2,38381,0.40%
2026,2,38517,0.50%
2026,2,38523,2.00%
2026,2,38713,1.10%
2026,2,38863,0.40%
2026,2,38879,1.30%
2026,2,38162,5.50%
2026,2,38177,12.20%
2026,2,38213,0.40%
2026,2,38332,1.70%
2026,2,38352,1.90%
2026,2,38356,2.60%
2026,2,38449,6.10%
2026,2,38542,3.20%
2026,2,38575,5.40%
2026,2,38588,7.70%
2026,2,38861,4.10%
2026,2,43046,2.90%
2026,2,43051,9.80%
2026,2,38409,2.80%
2026,2,38448,4.60%
2026,2,38486,1.50%
2026,2,38551,3.00%
2026,2,38583,0.50%
2026,2,38675,1.80%
2026,2,38702,0.70%
2026,2,38703,4.40%
2026,2,43057,0.90%
2026,2,43084,1.60%
2026,2,43148,1.30%
2026,2,38147,3.40%
2026,2,38163,2.80%
2026,2,38174,1.80%
2026,2,38407,1.20%
2026,2,38672,0.00%
2026,2,38699,0.10%
2026,2,38700,0.10%
2026,2,38733,0.50%
2026,2,38753,0.50%
2026,2,38754,0.00%
2026,2,43047,2.10%
2026,2,43129,0.00%
2026,2,38121,7.00%
2026,2,38366,6.90%
2026,2,38386,0.30%
2026,2,38461,3.90%
2026,2,38538,11.90%
2026,2,38644,1.40%
2026,2,38709,23.50%
2026,2,38717,12.80%
2026,2,38722,8.40%
2026,2,38727,5.90%
2026,2,38773,6.20%
2026,2,43041,12.00%
2026,2,38103,9.00%
2026,2,38104,6.70%
2026,2,38106,4.30%
2026,2,38112,4.10%
2026,2,38188,8.20%
2026,2,38227,5.00%
2026,2,38617,15.30%
2026,2,38646,4.70%
2026,2,38692,7.60%
2026,2,38730,3.30%
2026,2,38746,1.90%
2026,2,38954,2.30%
2026,2,43142,8.20%
2026,2,38115,6.10%
2026,2,38119,10.20%
2026,2,38142,13.10%
2026,2,38149,13.10%
2026,2,38266,23.20%
2026,2,38270,16.50%
2026,2,38363,4.80%
2026,2,38394,12.40%
2026,2,38507,3.50%
2026,2,38535,13.60%
2026,2,38925,8.20%
2026,2,43043,13.70%
2026,2,43130,6.30%
2026,2,38108,7.90%
2026,2,38110,1.10%
2026,2,38128,0.30%
2026,2,38187,2.30%
2026,2,38191,3.10%
2026,2,38202,3.10%
2026,2,38220,3.10%
2026,2,38382,0.30%
2026,2,38415,0.90%
2026,2,38481,1.40%
2026,2,38522,3.30%
2026,2,38541,4.10%
2026,2,38597,11.80%
2026,2,38627,5.50%
2026,2,38136,4.00%
2026,2,38186,8.20%
2026,2,38230,28.40%
2026,2,38374,13.20%
2026,2,38442,8.20%
2026,2,38460,8.10%
2026,2,38606,10.50%
2026,2,38661,14.50%
2026,2,38674,9.20%
2026,2,38694,2.10%
2026,2,38792,6.00%
2026,2,38845,4.20%
2026,2,38138,0.30%
2026,2,38141,3.40%
2026,2,38319,0.30%
2026,2,38441,2.10%
2026,2,38547,5.20%
2026,2,38668,2.40%
2026,2,38841,0.90%
2026,2,38896,12.10%
2026,2,38987,5.20%
2026,2,43059,7.30%
2026,2,43068,0.00%
2026,2,38158,1.70%
2026,2,38166,3.80%
2026,2,38390,1.50%
2026,2,38400,0.30%
2026,2,38445,4.00%
2026,2,38512,14.30%
2026,2,38532,10.00%
2026,2,38751,7.30%
2026,2,38755,0.30%
2026,2,38777,1.00%
2026,2,38780,10.90%
2026,2,38798,2.90%
2026,2,38810,2.20%
2026,2,38184,0.30%
2026,2,38533,0.10%
2026,2,38540,0.40%
2026,2,38564,0.50%
2026,2,38741,0.60%
2026,2,38765,0.60%
2026,2,38788,0.10%
2026,2,38865,0.90%
2026,2,38968,0.80%
2026,2,38196,1.50%
2026,2,38246,0.20%
2026,2,38254,1.10%
2026,2,38263,0.20%
2026,2,38336,1.40%
2026,2,38830,0.10%
2026,2,38883,0.60%
2026,2,38898,0.20%
2026,2,38935,1.00%
2026,2,38958,0.10%
2026,2,38963,0.10%
2026,2,43005,0.20%
2026,2,38205,12.10%
2026,2,38207,1.40%
2026,2,38371,7.60%
2026,2,38411,19.80%
2026,2,38527,6.60%
2026,2,38546,19.00%
2026,2,38651,6.80%
2026,2,38677,15.20%
2026,2,38719,18.90%
2026,2,38837,17.10%
2026,2,43111,19.20%
2026,2,43132,14.20%
2026,2,43195,2.20%
2026,2,38248,0.20%
2026,2,38680,0.30%
2026,2,38816,0.10%
2026,2,38875,0.20%
2026,2,43007,0.10%
2026,2,38258,0.30%
2026,2,38313,0.20%
2026,2,38322,0.10%
2026,2,38380,0.40%
2026,2,38545,0.10%
2026,2,38582,0.10%
2026,2,38670,0.10%
2026,2,38836,1.40%
2026,2,38869,0.50%
2026,2,38874,0.90%
2026,2,43143,0.10%
2026,2,38122,0.20%
2026,2,38148,3.30%
2026,2,38150,1.20%
2026,2,38189,3.00%
2026,2,38225,0.30%
2026,2,38233,3.20%
2026,2,38361,12.90%
2026,2,38414,0.10%
2026,2,38438,3.60%
2026,2,38485,1.10%
2026,2,38508,1.90%
2026,2,38534,3.70%
2026,2,38578,0.00%
2026,2,38607,6.50%
2026,2,38633,1.70%
2026,2,38704,0.10%
2026,2,38747,0.00%
2026,2,38749,4.80%
2026,2,38769,4.90%
2026,2,38829,2.10%
2026,2,38847,3.00%
2026,2,38957,5.50%
2026,2,43011,1.70%
2026,2,43147,10.30%
2026,2,38243,3.60%
2026,2,38252,8.00%
2026,2,38271,2.30%
2026,2,38274,3.70%
2026,2,38277,5.00%
2026,2,38307,4.20%
2026,2,38326,1.70%
2026,2,38383,11.40%
2026,2,38446,2.90%
2026,2,38509,3.80%
2026,2,38539,2.10%
2026,2,38664,1.60%
2026,2,38740,4.60%
2026,2,38763,4.90%
2026,2,38778,2.30%
2026,2,38779,21.90%
2026,2,38922,4.10%
2026,2,38933,0.80%
2026,2,38948,1.10%
2026,2,38952,2.00%
2026,2,43016,7.20%
2026,2,43060,1.40%
2026,2,43106,12.40%
2026,2,43156,2.10%
2026,2,38245,4.20%
2026,2,38247,1.60%
2026,2,38251,8.00%
2026,2,38453,1.50%
2026,2,38552,0.70%
2026,2,38673,4.90%
2026,2,38884,15.50%
2026,2,38904,2.00%
2026,2,43027,20.20%
2026,2,43032,7.80%
2026,2,43089,2.40%
2026,2,38268,9.30%
2026,2,38286,8.00%
2026,2,38601,5.30%
2026,2,38642,1.80%
2026,2,38729,9.10%
2026,2,38809,0.30%
2026,2,38812,3.20%
2026,2,38832,0.90%
2026,2,38899,0.20%
2026,2,38997,4.20%
2026,2,38262,6.70%
2026,2,38355,2.30%
2026,2,38392,6.40%
2026,2,38473,2.70%
2026,2,38506,4.70%
2026,2,38563,8.00%
2026,2,38630,9.70%
2026,2,38734,9.60%
2026,2,38891,6.90%
2026,2,38912,3.20%
2026,2,38974,3.40%
2026,2,43063,6.70%
2026,2,43185,6.70%
2026,2,38265,14.40%
2026,2,38412,0.60%
2026,2,38450,3.80%
2026,2,38737,1.30%
2026,2,38848,5.40%
2026,2,38934,3.40%
2026,2,38999,3.70%
2026,2,43076,3.70%
2026,2,38683,0.10%
2026,2,38743,0.30%
2026,2,38873,1.80%
2026,2,43042,2.00%
2026,2,38283,0.10%
2026,2,38342,2.20%
2026,2,38353,0.20%
2026,2,38524,2.00%
2026,2,38591,0.20%
2026,2,38666,0.10%
2026,2,38685,5.80%
2026,2,38693,0.30%
2026,2,38797,1.90%
2026,2,38985,0.10%
2026,2,38998,0.10%
2026,2,43110,2.80%
2026,2,43168,0.30%
2026,2,38305,0.90%
2026,2,38860,3.90%
2026,2,38895,6.90%
2026,2,43036,3.90%
2026,2,43040,4.30%
2026,2,43125,9.50%
2026,2,43149,6.40%
2026,2,43155,11.20%
2026,2,38306,3.70%
2026,2,38315,5.20%
2026,2,38520,10.40%
2026,2,38631,2.00%
2026,2,38665,0.20%
2026,2,38669,2.30%
2026,2,38689,0.40%
2026,2,38735,4.90%
2026,2,38818,4.50%
2026,2,38953,1.30%
2026,2,43050,1.20%
2026,2,43071,3.00%
2026,2,38331,2.70%
2026,2,38459,5.60%
2026,2,38565,12.30%
2026,2,38650,1.50%
2026,2,38820,3.10%
2026,2,38947,8.90%
2026,2,38959,3.90%
2026,2,43031,4.10%
2026,2,43056,1.90%
2026,2,38457,7.80%
2026,2,38492,3.10%
2026,2,38618,0.20%
2026,2,38776,10.20%
2026,2,38986,11.90%
2026,2,38320,18.00%
2026,2,38323,3.90%
2026,2,38334,6.30%
2026,2,38350,2.60%
2026,2,38362,7.10%
2026,2,38373,4.10%
2026,2,38388,12.00%
2026,2,38518,3.70%
2026,2,38573,14.20%
2026,2,38574,1.60%
2026,2,38598,5.50%
2026,2,38609,4.10%
2026,2,38705,6.20%
2026,2,38759,22.20%
2026,2,38786,12.70%
2026,2,38826,4.50%
2026,2,38955,2.00%
2026,2,38988,13.90%
2026,2,43054,9.10%
2026,2,43088,7.60%
2026,2,43098,5.00%
2026,2,43133,6.80%
2026,2,43134,9.10%
2026,2,38250,2.30%
2026,2,38295,0.70%
2026,2,38467,7.30%
2026,2,38728,2.80%
2026,2,38757,1.20%
2026,2,38864,1.30%
2026,2,38871,0.50%
2026,2,38916,0.30%
2026,2,38944,1.50%
2026,2,38976,2.40%
2026,2,43033,5.10%
2026,2,38351,2.40%
2026,2,38375,3.00%
2026,2,38429,2.60%
2026,2,38511,0.80%
2026,2,38567,4.20%
2026,2,38678,5.00%
2026,2,38684,6.80%
2026,2,38716,2.50%
2026,2,38718,5.20%
2026,2,38996,2.60%
2026,2,43034,5.20%
2026,2,38357,0.10%
2026,2,38358,5.70%
2026,2,38790,4.00%
2026,2,38793,3.60%
2026,2,38893,12.20%
2026,2,38908,3.10%
2026,2,38939,8.20%
2026,2,43064,11.00%
2026,2,43170,5.60%
2026,2,38502,0.30%
2026,2,38594,2.40%
2026,2,38657,0.40%
2026,2,38659,0.30%
2026,2,38800,0.80%
2026,2,38801,1.30%
2026,2,38855,0.10%
2026,2,43026,1.30%
2026,2,43163,2.80%
2026,2,43169,0.60%
2026,2,38193,0.10%
2026,2,38372,2.30%
2026,2,38416,2.90%
2026,2,38499,1.10%
2026,2,38530,2.40%
2026,2,38549,2.50%
2026,2,38587,6.30%
2026,2,38715,0.80%
2026,2,38764,0.10%
2026,2,38951,2.20%
2026,2,43105,0.90%
2026,2,38117,10.50%
2026,2,38176,9.70%
2026,2,38197,10.80%
2026,2,38427,4.20%
2026,2,38458,2.80%
2026,2,38475,12.70%
2026,2,38561,4.40%
2026,2,38590,5.90%
2026,2,38656,12.90%
2026,2,38695,6.30%
2026,2,38770,16.10%
2026,2,38859,2.20%
2026,2,43152,7.00%
2026,2,38126,6.10%
2026,2,38179,0.40%
2026,2,38185,5.40%
2026,2,38292,8.30%
2026,2,38439,5.60%
2026,2,38452,8.30%
2026,2,38466,0.50%
2026,2,38553,0.10%
2026,2,38568,1.00%
2026,2,38799,2.80%
2026,2,38815,1.90%
2026,2,38918,4.10%
2026,2,43107,2.70%
2026,2,38178,0.10%
2026,2,38199,1.60%
2026,2,38238,0.30%
2026,2,38244,0.30%
2026,2,38276,0.30%
2026,2,38510,1.00%
2026,2,38603,0.20%
2026,2,38844,0.20%
2026,2,38849,1.40%
2026,2,38970,0.40%
2026,2,38333,11.10%
2026,2,38339,10.80%
2026,2,38368,2.80%
2026,2,38401,6.30%
2026,2,38456,12.80%
2026,2,38515,13.60%
2026,2,38604,7.00%
2026,2,38862,8.70%
2026,2,38894,2.00%
2026,2,43193,3.20%
2026,2,38377,11.20%
2026,2,38480,2.80%
2026,2,38559,4.30%
2026,2,38629,1.30%
2026,2,38846,10.40%
2026,2,38882,18.00%
2026,2,43055,17.90%
2026,2,43135,8.70%
2026,2,38154,1.40%
2026,2,38221,2.70%
2026,2,38228,11.20%
2026,2,38241,1.20%
2026,2,38314,2.80%
2026,2,38324,2.80%
2026,2,38384,0.60%
2026,2,38592,5.20%
2026,2,38679,4.30%
2026,2,43030,2.30%
2026,2,43151,12.40%
2026,2,38348,0.70%
2026,2,38396,0.60%
2026,2,38410,6.40%
2026,2,38451,1.80%
2026,2,38536,4.20%
2026,2,38550,0.20%
2026,2,38649,1.60%
2026,2,38682,2.90%
2026,2,43044,0.50%
2026,2,43157,0.50%
2026,2,38255,7.90%
2026,2,38302,15.90%
2026,2,38311,16.90%
2026,2,38434,6.30%
2026,2,38714,4.90%
2026,2,38745,6.10%
2026,2,38814,20.60%
2026,2,38980,2.10%
2026,2,43092,15.00%
2026,2,43145,25.40%
2026,2,43171,19.00%
2026,2,43174,19.00%
2026,2,38300,1.20%
2026,2,38316,0.30%
2026,2,38329,0.10%
2026,2,38655,0.60%
2026,2,38758,0.10%
2026,2,43000,0.30%
2026,2,38318,0.10%
2026,2,38476,0.10%
2026,2,38621,0.10%
2026,2,38707,0.20%
2026,2,38971,0.10%
2026,2,38973,0.30%
2026,2,38321,0.90%
2026,2,38325,0.30%
2026,2,38341,1.00%
2026,2,38490,0.70%
2026,2,38708,0.20%
2026,2,38909,0.20%
2026,2,38927,0.10%
2026,2,38932,1.00%
2026,2,38960,0.90%
2026,2,38170,8.90%
2026,2,38218,1.70%
2026,2,38237,1.40%
2026,2,38249,19.00%
2026,2,38287,1.70%
2026,2,38290,0.80%
2026,2,38304,9.10%
2026,2,38330,17.30%
2026,2,38905,0.50%
2026,2,38978,4.60%
2026,2,38431,5.70%
2026,2,38529,8.20%
2026,2,38811,14.70%
2026,2,38903,6.30%
2026,2,38924,13.90%
2026,2,38930,7.90%
2026,2,38937,9.40%
2026,2,38965,0.00%
2026,2,38992,12.00%
2026,2,38995,6.90%
2026,2,38123,5.50%
2026,2,38155,3.20%
2026,2,38203,1.00%
2026,2,38234,1.50%
2026,2,38376,4.10%
2026,2,38463,2.30%
2026,2,38465,0.20%
2026,2,38487,0.00%
2026,2,38497,7.00%
2026,2,38632,0.10%
2026,2,38762,0.00%
2026,2,38785,2.80%
2026,2,43123,7.00%
2026,2,38201,0.10%
2026,2,38224,0.20%
2026,2,38584,0.70%
2026,2,38907,0.70%
2026,2,38278,0.60%
2026,2,38282,1.50%
2026,2,38310,0.70%
2026,2,38443,0.70%
2026,2,38531,1.30%
2026,2,38537,3.60%
2026,2,38643,0.40%
2026,2,38870,0.80%
2026,2,38920,3.80%
2026,2,43018,4.60%
2026,2,38168,
2026,2,38171,
2026,2,38182,
2026,2,38206,
2026,2,38215,
2026,2,38297,
2026,2,38299,
2026,2,38420,
2026,2,38478,
2026,2,38576,
2026,2,38626,
2026,2,38641,
2026,2,38652,
2026,2,38789,
2026,2,38795,
2026,2,38803,
2026,2,38877,
2026,2,38901,
2026,2,38910,
2026,2,38911,
2026,2,38929,
2026,2,38943,
2026,2,43082,
2026,2,43083,
2026,2,43162,
2026,3,38209,0.20%
2026,3,38317,4.90%
2026,3,38489,0.10%
2026,3,38589,7.40%
2026,3,38843,1.40%
2026,3,38872,9.00%
2026,3,38950,2.30%
2026,3,38989,5.40%
2026,3,38101,1.00%
2026,3,38240,1.20%
2026,3,38272,1.60%
2026,3,38285,0.40%
2026,3,38291,0.50%
2026,3,38389,4.80%
2026,3,38404,5.40%
2026,3,38422,2.00%
2026,3,38433,2.50%
2026,3,38555,1.90%
2026,3,38613,14.10%
2026,3,38654,4.90%
2026,3,38681,2.40%
2026,3,38183,0.80%
2026,3,38387,4.40%
2026,3,38577,0.20%
2026,3,38721,0.60%
2026,3,38732,0.70%
2026,3,38736,0.20%
2026,3,38813,0.10%
2026,3,38821,0.10%
2026,3,38857,3.00%
2026,3,43008,3.70%
2026,3,43124,0.70%
2026,3,38344,6.50%
2026,3,38635,11.10%
2026,3,38858,1.90%
2026,3,38109,4.70%
2026,3,38173,0.40%
2026,3,38312,4.90%
2026,3,38378,4.80%
2026,3,38423,0.80%
2026,3,38432,4.50%
2026,3,38440,0.30%
2026,3,38483,6.30%
2026,3,38498,1.90%
2026,3,38504,4.20%
2026,3,38554,0.30%
2026,3,38556,1.60%
2026,3,38558,7.80%
2026,3,38602,3.80%
2026,3,38658,1.90%
2026,3,38752,3.20%
2026,3,38850,3.80%
2026,3,38113,9.90%
2026,3,38139,6.90%
2026,3,38152,12.30%
2026,3,38208,9.50%
2026,3,38239,7.90%
2026,3,38365,4.20%
2026,3,38417,7.90%
2026,3,38430,1.10%
2026,3,38484,14.60%
2026,3,38585,14.40%
2026,3,38620,3.60%
2026,3,38663,9.40%
2026,3,43025,3.90%
2026,3,38111,4.20%
2026,3,38118,3.00%
2026,3,38194,5.20%
2026,3,38219,2.20%
2026,3,38349,8.00%
2026,3,38399,5.00%
2026,3,38405,1.30%
2026,3,38470,15.40%
2026,3,38557,4.90%
2026,3,38581,4.30%
2026,3,38612,3.90%
2026,3,38676,25.80%
2026,3,38982,5.90%
2026,3,38107,3.20%
2026,3,38116,6.20%
2026,3,38124,2.60%
2026,3,38129,6.40%
2026,3,38169,6.20%
2026,3,38398,8.40%
2026,3,38428,9.30%
2026,3,38447,1.40%
2026,3,38544,5.00%
2026,3,38571,11.40%
2026,3,38580,4.70%
2026,3,38615,6.80%
2026,3,38691,10.00%
2026,3,38226,10.00%
2026,3,38279,0.70%
2026,3,38289,9.20%
2026,3,38418,1.80%
2026,3,38419,1.10%
2026,3,38468,0.80%
2026,3,38477,0.60%
2026,3,38496,5.20%
2026,3,38611,10.00%
2026,3,38645,0.10%
2026,3,38725,7.60%
2026,3,43070,9.20%
2026,3,38131,7.40%
2026,3,38172,4.30%
2026,3,38402,4.10%
2026,3,38406,0.10%
2026,3,38543,6.10%
2026,3,38560,2.40%
2026,3,38605,7.30%
2026,3,38625,12.90%
2026,3,38771,0.60%
2026,3,38784,2.90%
2026,3,38791,0.20%
2026,3,38806,3.80%
2026,3,38866,1.50%
2026,3,38133,0.10%
2026,3,38190,0.50%
2026,3,38192,0.00%
2026,3,38280,1.80%
2026,3,38638,0.10%
2026,3,38804,0.20%
2026,3,38949,0.80%
2026,3,43069,0.40%
2026,3,43074,0.50%
2026,3,43166,0.50%
2026,3,38146,2.20%
2026,3,38157,0.30%
2026,3,38444,0.00%
2026,3,38519,0.50%
2026,3,38698,1.00%
2026,3,38761,0.70%
2026,3,38768,4.30%
2026,3,38819,1.20%
2026,3,38831,0.30%
2026,3,38840,5.10%
2026,3,38897,7.20%
2026,3,43009,7.60%
2026,3,38114,8.10%
2026,3,38360,11.60%
2026,3,38367,3.30%
2026,3,38379,1.00%
2026,3,38393,8.40%
2026,3,38469,5.10%
2026,3,38471,5.30%
2026,3,38472,13.20%
2026,3,38494,7.50%
2026,3,38637,1.10%
2026,3,38817,1.90%
2026,3,38964,3.20%
2026,3,38164,0.30%
2026,3,38222,0.60%
2026,3,38264,0.90%
2026,3,38599,1.70%
2026,3,38690,3.90%
2026,3,38731,0.10%
2026,3,38756,0.10%
2026,3,38787,0.90%
2026,3,38942,1.50%
2026,3,43100,2.90%
2026,3,38204,1.10%
2026,3,38359,0.80%
2026,3,38876,1.10%
2026,3,38917,4.70%
2026,3,43021,4.60%
2026,3,38217,0.80%
2026,3,38257,2.00%
2026,3,38516,0.30%
2026,3,38610,0.10%
2026,3,38993,1.00%
2026,3,43086,0.80%
2026,3,43146,0.90%
2026,3,38211,3.30%
2026,3,38212,0.20%
2026,3,38214,2.40%
2026,3,38354,10.60%
2026,3,38370,4.00%
2026,3,38639,3.40%
2026,3,38711,0.30%
2026,3,38723,2.80%
2026,3,38889,0.90%
2026,3,38972,3.20%
2026,3,38990,12.60%
2026,3,43001,3.70%
2026,3,38134,3.00%
2026,3,38260,5.80%
2026,3,38340,9.20%
2026,3,38464,8.70%
2026,3,38482,10.30%
2026,3,38501,7.20%
2026,3,38513,9.90%
2026,3,38526,7.70%
2026,3,38569,5.30%
2026,3,38570,4.40%
2026,3,38579,7.90%
2026,3,38619,6.90%
2026,3,38888,1.80%
2026,3,38941,0.70%
2026,3,38296,1.40%
2026,3,38328,3.20%
2026,3,38435,0.50%
2026,3,38488,4.80%
2026,3,38712,2.30%
2026,3,38744,0.90%
2026,3,38805,0.40%
2026,3,38828,2.40%
2026,3,38928,1.10%
2026,3,38975,12.60%
2026,3,43186,1.70%
2026,3,38408,1.50%
2026,3,38525,0.70%
2026,3,38738,0.20%
2026,3,38781,2.60%
2026,3,38839,2.40%
2026,3,38946,2.20%
2026,3,38966,6.30%
2026,3,38967,1.10%
2026,3,38267,3.80%
2026,3,38503,3.70%
2026,3,38760,0.40%
2026,3,38825,0.30%
2026,3,38842,2.40%
2026,3,38919,0.10%
2026,3,38923,1.30%
2026,3,38979,1.40%
2026,3,38991,1.50%
2026,3,43190,1.10%
2026,3,38273,0.80%
2026,3,38275,0.00%
2026,3,38335,0.20%
2026,3,38454,0.20%
2026,3,38593,0.20%
2026,3,38887,0.20%
2026,3,38921,0.30%
2026,3,38956,0.10%
2026,3,38983,1.30%
2026,3,43114,0.20%
2026,3,43115,2.70%
2026,3,43138,0.30%
2026,3,38436,0.50%
2026,3,38491,1.20%
2026,3,38782,6.10%
2026,3,38890,1.90%
2026,3,43010,5.70%
2026,3,38236,6.10%
2026,3,38309,3.10%
2026,3,38397,0.70%
2026,3,38413,1.40%
2026,3,38566,3.00%
2026,3,38614,0.80%
2026,3,38636,2.60%
2026,3,38648,2.00%
2026,3,38696,0.30%
2026,3,38838,5.00%
2026,3,43118,4.80%
2026,3,43137,1.50%
2026,3,38159,1.80%
2026,3,38338,0.50%
2026,3,38345,1.20%
2026,3,38479,6.50%
2026,3,38647,3.50%
2026,3,38868,0.60%
2026,3,38881,0.80%
2026,3,38931,1.60%
2026,3,38938,1.00%
2026,3,38969,1.60%
2026,3,38137,7.10%
2026,3,38143,5.60%
2026,3,38144,1.80%
2026,3,38153,5.90%
2026,3,38195,2.40%
2026,3,38229,9.40%
2026,3,38624,6.80%
2026,3,38640,4.50%
2026,3,38660,5.80%
2026,3,38994,7.70%
2026,3,43172,9.70%
2026,3,38210,1.80%
2026,3,38242,1.40%
2026,3,38288,3.80%
2026,3,38346,4.00%
2026,3,38381,1.30%
2026,3,38517,0.50%
2026,3,38523,3.90%
2026,3,38713,1.80%
2026,3,38863,1.00%
2026,3,38879,0.90%
2026,3,38162,6.20%
2026,3,38177,9.70%
2026,3,38213,1.10%
2026,3,38332,0.80%
2026,3,38352,0.40%
2026,3,38356,2.10%
2026,3,38449,3.90%
2026,3,38542,2.10%
2026,3,38575,9.10%
2026,3,38588,8.20%
2026,3,38861,0.80%
2026,3,43046,3.10%
2026,3,43051,11.40%
2026,3,38409,2.30%
2026,3,38448,3.70%
2026,3,38486,2.00%
2026,3,38551,4.00%
2026,3,38583,0.40%
2026,3,38675,3.10%
2026,3,38702,0.30%
2026,3,38703,4.40%
2026,3,43057,2.00%
2026,3,43084,1.50%
2026,3,43148,1.30%
2026,3,38147,4.20%
2026,3,38163,1.30%
2026,3,38174,1.80%
2026,3,38407,1.50%
2026,3,38672,0.20%
2026,3,38699,0.10%
2026,3,38700,0.20%
2026,3,38733,1.00%
2026,3,38753,0.90%
2026,3,38754,0.10%
2026,3,43047,1.40%
2026,3,38121,8.00%
2026,3,38366,6.90%
2026,3,38386,2.30%
2026,3,38461,2.70%
2026,3,38538,10.30%
2026,3,38644,1.10%
2026,3,38709,22.30%
2026,3,38717,17.60%
2026,3,38722,8.70%
2026,3,38727,6.40%
2026,3,38773,4.70%
2026,3,43041,15.40%
2026,3,38103,8.30%
2026,3,38104,5.60%
2026,3,38106,6.40%
2026,3,38112,4.00%
2026,3,38188,9.30%
2026,3,38227,4.10%
2026,3,38617,18.40%
2026,3,38646,4.50%
2026,3,38692,12.40%
2026,3,38730,4.80%
2026,3,38746,1.00%
2026,3,38954,2.90%
2026,3,43142,8.40%
2026,3,38115,9.40%
2026,3,38119,11.20%
2026,3,38142,13.80%
2026,3,38149,14.80%
2026,3,38266,19.30%
2026,3,38270,18.00%
2026,3,38363,9.60%
2026,3,38394,10.30%
2026,3,38507,8.50%
2026,3,38535,14.30%
2026,3,38925,8.80%
2026,3,43043,12.60%
2026,3,43130,7.30%
2026,3,38108,7.30%
2026,3,38110,0.90%
2026,3,38128,0.30%
2026,3,38187,1.40%
2026,3,38191,1.90%
2026,3,38202,2.90%
2026,3,38220,3.60%
2026,3,38382,0.70%
2026,3,38415,1.10%
2026,3,38481,1.80%
2026,3,38522,2.00%
2026,3,38541,3.80%
2026,3,38597,11.00%
2026,3,38627,1.70%
2026,3,38136,6.80%
2026,3,38186,9.60%
2026,3,38230,11.10%
2026,3,38374,11.20%
2026,3,38442,8.90%
2026,3,38460,7.20%
2026,3,38606,8.60%
2026,3,38661,13.80%
2026,3,38674,14.00%
2026,3,38694,3.40%
2026,3,38792,7.00%
2026,3,38845,5.50%
2026,3,38138,0.30%
2026,3,38141,1.90%
2026,3,38319,0.20%
2026,3,38441,2.70%
2026,3,38547,7.70%
2026,3,38668,2.80%
2026,3,38841,0.80%
2026,3,38896,2.60%
2026,3,38987,7.80%
2026,3,43059,3.40%
2026,3,43068,0.50%
2026,3,38158,2.10%
2026,3,38166,5.50%
2026,3,38390,1.70%
2026,3,38400,0.30%
2026,3,38445,3.30%
2026,3,38512,14.00%
2026,3,38532,9.40%
2026,3,38751,6.60%
2026,3,38755,0.40%
2026,3,38777,1.30%
2026,3,38780,5.40%
2026,3,38798,2.50%
2026,3,38810,3.60%
2026,3,38184,0.20%
2026,3,38198,0.20%
2026,3,38533,0.70%
2026,3,38540,0.30%
2026,3,38564,0.20%
2026,3,38741,0.70%
2026,3,38765,0.70%
2026,3,38788,0.20%
2026,3,38865,2.70%
2026,3,38968,1.10%
2026,3,38196,2.30%
2026,3,38246,0.30%
2026,3,38254,1.40%
2026,3,38263,0.10%
2026,3,38336,1.50%
2026,3,38596,0.20%
2026,3,38830,0.10%
2026,3,38883,1.30%
2026,3,38898,0.70%
2026,3,38935,1.70%
2026,3,38958,1.40%
2026,3,38963,0.10%
2026,3,38981,0.00%
2026,3,43005,0.10%
2026,3,38205,11.10%
2026,3,38207,1.80%
2026,3,38371,17.20%
2026,3,38411,22.50%
2026,3,38527,8.10%
2026,3,38546,18.90%
2026,3,38651,10.60%
2026,3,38677,14.80%
2026,3,38719,15.00%
2026,3,38837,23.90%
2026,3,43111,20.50%
2026,3,43132,14.10%
2026,3,43195,2.90%
2026,3,38248,0.10%
2026,3,38680,0.50%
2026,3,38808,0.10%
2026,3,38816,0.00%
2026,3,38875,0.40%
2026,3,38984,0.00%
2026,3,43007,0.10%
2026,3,43019,0.30%
2026,3,43154,0.60%
2026,3,38258,0.90%
2026,3,38313,0.40%
2026,3,38322,0.30%
2026,3,38380,0.10%
2026,3,38545,0.00%
2026,3,38582,0.10%
2026,3,38670,0.10%
2026,3,38836,2.00%
2026,3,38869,0.10%
2026,3,38874,0.70%
2026,3,43143,0.10%
2026,3,38122,1.10%
2026,3,38148,3.80%
2026,3,38150,0.50%
2026,3,38189,2.80%
2026,3,38225,0.40%
2026,3,38233,4.80%
2026,3,38361,10.80%
2026,3,38414,0.20%
2026,3,38438,5.30%
2026,3,38485,0.70%
2026,3,38508,3.20%
2026,3,38534,2.90%
2026,3,38578,0.00%
2026,3,38607,8.70%
2026,3,38633,0.30%
